time (s),x (m),z (m),V (m/s),gamma_Deg (deg),theta_deg (deg),q_deg_s (deg/s),alpha_deg (deg),lift (N),drag (N),pitch_moment (N.m),density (kg/m^3), L/D ratio
72.170000,5887.913415,107.548115,80.936441,-8.870316,-3.085337,0.000055,5.784979,1162.749583,187.224086,-0.000003,1.212414,6.210470
72.180000,5888.713097,107.423313,80.935961,-8.870314,-3.085336,0.000055,5.784978,1162.749548,187.224089,-0.000003,1.212428,6.210470
72.190000,5889.512775,107.298511,80.935481,-8.870313,-3.085336,0.000055,5.784977,1162.749514,187.224092,-0.000003,1.212443,6.210470
72.200000,5890.312447,107.173710,80.935000,-8.870311,-3.085335,0.000055,5.784976,1162.749479,187.224095,-0.000003,1.212458,6.210469
72.210000,5891.112115,107.048910,80.934520,-8.870309,-3.085335,0.000055,5.784975,1162.749445,187.224098,-0.000003,1.212472,6.210469
72.220000,5891.911778,106.924111,80.934040,-8.870308,-3.085334,0.000055,5.784974,1162.749411,187.224102,-0.000003,1.212487,6.210469
72.230000,5892.711436,106.799312,80.933560,-8.870306,-3.085334,0.000055,5.784973,1162.749376,187.224105,-0.000003,1.212501,6.210468
72.240000,5893.511090,106.674514,80.933079,-8.870305,-3.085333,0.000055,5.784972,1162.749342,187.224108,-0.000003,1.212516,6.210468
72.250000,5894.310738,106.549717,80.932599,-8.870303,-3.085333,0.000055,5.784971,1162.749307,187.224111,-0.000003,1.212530,6.210468
72.260000,5895.110382,106.424921,80.932119,-8.870302,-3.085332,0.000055,5.784970,1162.749273,187.224114,-0.000003,1.212545,6.210467
72.270000,5895.910022,106.300126,80.931638,-8.870300,-3.085332,0.000054,5.784969,1162.749239,187.224117,-0.000003,1.212559,6.210467
72.280000,5896.709656,106.175331,80.931158,-8.870299,-3.085331,0.000054,5.784968,1162.749204,187.224120,-0.000003,1.212574,6.210467
72.290000,5897.509286,106.050537,80.930678,-8.870297,-3.085330,0.000054,5.784967,1162.749170,187.224123,-0.000003,1.212589,6.210467
72.300000,5898.308911,105.925743,80.930197,-8.870296,-3.085330,0.000054,5.784966,1162.749136,187.224127,-0.000003,1.212603,6.210466
72.310000,5899.108531,105.800951,80.929717,-8.870294,-3.085329,0.000054,5.784965,1162.749102,187.224130,-0.000003,1.212618,6.210466
72.320000,5899.908147,105.676159,80.929237,-8.870293,-3.085329,0.000054,5.784964,1162.749067,187.224133,-0.000003,1.212632,6.210466
72.330000,5900.707758,105.551368,80.928756,-8.870291,-3.085328,0.000054,5.784963,1162.749033,187.224136,-0.000003,1.212647,6.210465
72.340000,5901.507364,105.426578,80.928276,-8.870290,-3.085328,0.000054,5.784962,1162.748999,187.224139,-0.000003,1.212661,6.210465
72.350000,5902.306965,105.301789,80.927796,-8.870288,-3.085327,0.000054,5.784961,1162.748964,187.224142,-0.000003,1.212676,6.210465
72.360000,5903.106562,105.177000,80.927315,-8.870287,-3.085327,0.000054,5.784960,1162.748930,187.224145,-0.000003,1.212690,6.210465
72.370000,5903.906153,105.052212,80.926835,-8.870285,-3.085326,0.000054,5.784959,1162.748896,187.224148,-0.000003,1.212705,6.210464
72.380000,5904.705741,104.927425,80.926354,-8.870284,-3.085326,0.000054,5.784958,1162.748862,187.224151,-0.000003,1.212720,6.210464
72.390000,5905.505323,104.802638,80.925874,-8.870282,-3.085325,0.000053,5.784957,1162.748828,187.224154,-0.000003,1.212734,6.210464
72.400000,5906.304901,104.677853,80.925394,-8.870281,-3.085324,0.000053,5.784956,1162.748793,187.224157,-0.000003,1.212749,6.210464
72.410000,5907.104473,104.553068,80.924913,-8.870279,-3.085324,0.000053,5.784955,1162.748759,187.224160,-0.000003,1.212763,6.210463
72.420000,5907.904042,104.428284,80.924433,-8.870278,-3.085323,0.000053,5.784954,1162.748725,187.224163,-0.000003,1.212778,6.210463
72.430000,5908.703605,104.303500,80.923953,-8.870276,-3.085323,0.000053,5.784953,1162.748691,187.224166,-0.000003,1.212792,6.210463
72.440000,5909.503164,104.178718,80.923472,-8.870275,-3.085322,0.000053,5.784952,1162.748657,187.224168,-0.000003,1.212807,6.210462
72.450000,5910.302717,104.053936,80.922992,-8.870273,-3.085322,0.000053,5.784951,1162.748623,187.224171,-0.000003,1.212822,6.210462
72.460000,5911.102267,103.929155,80.922512,-8.870272,-3.085321,0.000053,5.784950,1162.748589,187.224174,-0.000003,1.212836,6.210462
72.470000,5911.901811,103.804374,80.922031,-8.870270,-3.085321,0.000053,5.784949,1162.748554,187.224177,-0.000003,1.212851,6.210462
72.480000,5912.701351,103.679595,80.921551,-8.870269,-3.085320,0.000053,5.784949,1162.748520,187.224180,-0.000003,1.212865,6.210461
72.490000,5913.500886,103.554816,80.921070,-8.870267,-3.085320,0.000053,5.784948,1162.748486,187.224183,-0.000003,1.212880,6.210461
72.500000,5914.300416,103.430038,80.920590,-8.870266,-3.085319,0.000053,5.784947,1162.748452,187.224186,-0.000003,1.212894,6.210461
72.510000,5915.099941,103.305261,80.920110,-8.870264,-3.085319,0.000053,5.784946,1162.748418,187.224189,-0.000003,1.212909,6.210460
72.520000,5915.899462,103.180484,80.919629,-8.870263,-3.085318,0.000052,5.784945,1162.748384,187.224191,-0.000003,1.212924,6.210460
72.530000,5916.698978,103.055709,80.919149,-8.870261,-3.085318,0.000052,5.784944,1162.748350,187.224194,-0.000003,1.212938,6.210460
72.540000,5917.498489,102.930934,80.918668,-8.870260,-3.085317,0.000052,5.784943,1162.748316,187.224197,-0.000003,1.212953,6.210460
72.550000,5918.297996,102.806159,80.918188,-8.870258,-3.085317,0.000052,5.784942,1162.748282,187.224200,-0.000003,1.212967,6.210459
72.560000,5919.097497,102.681386,80.917708,-8.870257,-3.085316,0.000052,5.784941,1162.748248,187.224203,-0.000003,1.212982,6.210459
72.570000,5919.896994,102.556613,80.917227,-8.870256,-3.085316,0.000052,5.784940,1162.748214,187.224205,-0.000003,1.212996,6.210459
72.580000,5920.696487,102.431841,80.916747,-8.870254,-3.085315,0.000052,5.784939,1162.748180,187.224208,-0.000002,1.213011,6.210459
72.590000,5921.495974,102.307070,80.916266,-8.870253,-3.085314,0.000052,5.784938,1162.748146,187.224211,-0.000002,1.213025,6.210458
72.600000,5922.295457,102.182300,80.915786,-8.870251,-3.085314,0.000052,5.784937,1162.748112,187.224214,-0.000002,1.213040,6.210458
72.610000,5923.094935,102.057530,80.915306,-8.870250,-3.085313,0.000052,5.784936,1162.748078,187.224216,-0.000002,1.213055,6.210458
72.620000,5923.894408,101.932761,80.914825,-8.870248,-3.085313,0.000052,5.784935,1162.748044,187.224219,-0.000002,1.213069,6.210457
72.630000,5924.693877,101.807993,80.914345,-8.870247,-3.085312,0.000052,5.784934,1162.748010,187.224222,-0.000002,1.213084,6.210457
72.640000,5925.493340,101.683226,80.913864,-8.870245,-3.085312,0.000051,5.784934,1162.747977,187.224225,-0.000002,1.213098,6.210457
72.650000,5926.292799,101.558459,80.913384,-8.870244,-3.085311,0.000051,5.784933,1162.747943,187.224227,-0.000002,1.213113,6.210457
72.660000,5927.092254,101.433693,80.912903,-8.870243,-3.085311,0.000051,5.784932,1162.747909,187.224230,-0.000002,1.213127,6.210456
72.670000,5927.891703,101.308928,80.912423,-8.870241,-3.085310,0.000051,5.784931,1162.747875,187.224233,-0.000002,1.213142,6.210456
72.680000,5928.691148,101.184164,80.911943,-8.870240,-3.085310,0.000051,5.784930,1162.747841,187.224235,-0.000002,1.213157,6.210456
72.690000,5929.490588,101.059400,80.911462,-8.870238,-3.085309,0.000051,5.784929,1162.747807,187.224238,-0.000002,1.213171,6.210456
72.700000,5930.290023,100.934637,80.910982,-8.870237,-3.085309,0.000051,5.784928,1162.747773,187.224241,-0.000002,1.213186,6.210455
72.710000,5931.089454,100.809875,80.910501,-8.870235,-3.085308,0.000051,5.784927,1162.747740,187.224243,-0.000002,1.213200,6.210455
72.720000,5931.888880,100.685114,80.910021,-8.870234,-3.085308,0.000051,5.784926,1162.747706,187.224246,-0.000002,1.213215,6.210455
72.730000,5932.688301,100.560353,80.909540,-8.870233,-3.085307,0.000051,5.784925,1162.747672,187.224248,-0.000002,1.213229,6.210454
72.740000,5933.487717,100.435594,80.909060,-8.870231,-3.085307,0.000051,5.784924,1162.747638,187.224251,-0.000002,1.213244,6.210454
72.750000,5934.287129,100.310835,80.908579,-8.870230,-3.085306,0.000051,5.784923,1162.747604,187.224254,-0.000002,1.213258,6.210454
72.760000,5935.086536,100.186076,80.908099,-8.870228,-3.085306,0.000051,5.784923,1162.747571,187.224256,-0.000002,1.213273,6.210454
72.770000,5935.885938,100.061319,80.907618,-8.870227,-3.085305,0.000050,5.784922,1162.747537,187.224259,-0.000002,1.213288,6.210453
72.780000,5936.685335,99.936562,80.907138,-8.870226,-3.085305,0.000050,5.784921,1162.747503,187.224261,-0.000002,1.213302,6.210453
72.790000,5937.484728,99.811806,80.906658,-8.870224,-3.085304,0.000050,5.784920,1162.747469,187.224264,-0.000002,1.213317,6.210453
72.800000,5938.284116,99.687051,80.906177,-8.870223,-3.085304,0.000050,5.784919,1162.747436,187.224266,-0.000002,1.213331,6.210453
72.810000,5939.083499,99.562297,80.905697,-8.870221,-3.085303,0.000050,5.784918,1162.747402,187.224269,-0.000002,1.213346,6.210452
72.820000,5939.882877,99.437543,80.905216,-8.870220,-3.085303,0.000050,5.784917,1162.747368,187.224271,-0.000002,1.213360,6.210452
72.830000,5940.682251,99.312790,80.904736,-8.870218,-3.085302,0.000050,5.784916,1162.747335,187.224274,-0.000002,1.213375,6.210452
72.840000,5941.481620,99.188038,80.904255,-8.870217,-3.085302,0.000050,5.784915,1162.747301,187.224276,-0.000002,1.213390,6.210452
72.850000,5942.280984,99.063286,80.903775,-8.870216,-3.085301,0.000050,5.784914,1162.747267,187.224279,-0.000002,1.213404,6.210451
72.860000,5943.080343,98.938536,80.903294,-8.870214,-3.085301,0.000050,5.784914,1162.747234,187.224281,-0.000002,1.213419,6.210451
72.870000,5943.879698,98.813786,80.902814,-8.870213,-3.085300,0.000050,5.784913,1162.747200,187.224284,-0.000002,1.213433,6.210451
72.880000,5944.679048,98.689037,80.902333,-8.870212,-3.085300,0.000050,5.784912,1162.747167,187.224286,-0.000002,1.213448,6.210451
72.890000,5945.478393,98.564288,80.901853,-8.870210,-3.085299,0.000050,5.784911,1162.747133,187.224289,-0.000002,1.213462,6.210450
72.900000,5946.277733,98.439541,80.901372,-8.870209,-3.085299,0.000049,5.784910,1162.747099,187.224291,-0.000002,1.213477,6.210450
72.910000,5947.077069,98.314794,80.900892,-8.870207,-3.085298,0.000049,5.784909,1162.747066,187.224293,-0.000002,1.213492,6.210450
72.920000,5947.876400,98.190048,80.900411,-8.870206,-3.085298,0.000049,5.784908,1162.747032,187.224296,-0.000002,1.213506,6.210449
72.930000,5948.675726,98.065303,80.899931,-8.870205,-3.085297,0.000049,5.784907,1162.746999,187.224298,-0.000002,1.213521,6.210449
72.940000,5949.475048,97.940558,80.899450,-8.870203,-3.085297,0.000049,5.784906,1162.746965,187.224301,-0.000002,1.213535,6.210449
72.950000,5950.274364,97.815814,80.898970,-8.870202,-3.085296,0.000049,5.784906,1162.746932,187.224303,-0.000002,1.213550,6.210449
72.960000,5951.073676,97.691071,80.898489,-8.870201,-3.085296,0.000049,5.784905,1162.746898,187.224305,-0.000002,1.213564,6.210448
72.970000,5951.872984,97.566329,80.898009,-8.870199,-3.085295,0.000049,5.784904,1162.746865,187.224308,-0.000002,1.213579,6.210448
72.980000,5952.672286,97.441587,80.897528,-8.870198,-3.085295,0.000049,5.784903,1162.746831,187.224310,-0.000002,1.213593,6.210448
72.990000,5953.471584,97.316847,80.897048,-8.870196,-3.085294,0.000049,5.784902,1162.746798,187.224312,-0.000002,1.213608,6.210448
73.000000,5954.270877,97.192107,80.896567,-8.870195,-3.085294,0.000049,5.784901,1162.746764,187.224315,-0.000002,1.213623,6.210447
73.010000,5955.070165,97.067367,80.896087,-8.870194,-3.085293,0.000049,5.784900,1162.746731,187.224317,-0.000002,1.213637,6.210447
73.020000,5955.869449,96.942629,80.895606,-8.870192,-3.085293,0.000048,5.784899,1162.746697,187.224319,-0.000002,1.213652,6.210447
73.030000,5956.668727,96.817891,80.895126,-8.870191,-3.085292,0.000048,5.784899,1162.746664,187.224321,-0.000002,1.213666,6.210447
73.040000,5957.468001,96.693154,80.894645,-8.870190,-3.085292,0.000048,5.784898,1162.746630,187.224324,-0.000002,1.213681,6.210446
73.050000,5958.267271,96.568418,80.894164,-8.870188,-3.085291,0.000048,5.784897,1162.746597,187.224326,-0.000002,1.213695,6.210446
73.060000,5959.066535,96.443682,80.893684,-8.870187,-3.085291,0.000048,5.784896,1162.746564,187.224328,-0.000002,1.213710,6.210446
73.070000,5959.865795,96.318948,80.893203,-8.870186,-3.085291,0.000048,5.784895,1162.746530,187.224330,-0.000002,1.213725,6.210446
73.080000,5960.665050,96.194214,80.892723,-8.870184,-3.085290,0.000048,5.784894,1162.746497,187.224333,-0.000002,1.213739,6.210445
73.090000,5961.464300,96.069481,80.892242,-8.870183,-3.085290,0.000048,5.784893,1162.746463,187.224335,-0.000002,1.213754,6.210445
73.100000,5962.263546,95.944748,80.891762,-8.870182,-3.085289,0.000048,5.784893,1162.746430,187.224337,-0.000002,1.213768,6.210445
73.110000,5963.062787,95.820017,80.891281,-8.870180,-3.085289,0.000048,5.784892,1162.746397,187.224339,-0.000002,1.213783,6.210445
73.120000,5963.862023,95.695286,80.890801,-8.870179,-3.085288,0.000048,5.784891,1162.746363,187.224341,-0.000002,1.213797,6.210444
73.130000,5964.661254,95.570556,80.890320,-8.870178,-3.085288,0.000048,5.784890,1162.746330,187.224344,-0.000002,1.213812,6.210444
73.140000,5965.460480,95.445826,80.889840,-8.870176,-3.085287,0.000048,5.784889,1162.746297,187.224346,-0.000002,1.213827,6.210444
73.150000,5966.259702,95.321098,80.889359,-8.870175,-3.085287,0.000047,5.784888,1162.746263,187.224348,-0.000002,1.213841,6.210444
73.160000,5967.058919,95.196370,80.888878,-8.870174,-3.085286,0.000047,5.784887,1162.746230,187.224350,-0.000002,1.213856,6.210443
73.170000,5967.858132,95.071643,80.888398,-8.870172,-3.085286,0.000047,5.784887,1162.746197,187.224352,-0.000002,1.213870,6.210443
73.180000,5968.657339,94.946916,80.887917,-8.870171,-3.085285,0.000047,5.784886,1162.746164,187.224354,-0.000002,1.213885,6.210443
73.190000,5969.456542,94.822191,80.887437,-8.870170,-3.085285,0.000047,5.784885,1162.746130,187.224356,-0.000002,1.213899,6.210443
73.200000,5970.255740,94.697466,80.886956,-8.870168,-3.085284,0.000047,5.784884,1162.746097,187.224358,-0.000002,1.213914,6.210442
73.210000,5971.054933,94.572742,80.886476,-8.870167,-3.085284,0.000047,5.784883,1162.746064,187.224361,-0.000002,1.213928,6.210442
73.220000,5971.854122,94.448019,80.885995,-8.870166,-3.085283,0.000047,5.784882,1162.746031,187.224363,-0.000002,1.213943,6.210442
73.230000,5972.653306,94.323296,80.885514,-8.870164,-3.085283,0.000047,5.784882,1162.745997,187.224365,-0.000002,1.213958,6.210442
73.240000,5973.452485,94.198574,80.885034,-8.870163,-3.085282,0.000047,5.784881,1162.745964,187.224367,-0.000002,1.213972,6.210441
73.250000,5974.251659,94.073853,80.884553,-8.870162,-3.085282,0.000047,5.784880,1162.745931,187.224369,-0.000002,1.213987,6.210441
73.260000,5975.050829,93.949133,80.884073,-8.870161,-3.085282,0.000047,5.784879,1162.745898,187.224371,-0.000002,1.214001,6.210441
73.270000,5975.849994,93.824414,80.883592,-8.870159,-3.085281,0.000047,5.784878,1162.745865,187.224373,-0.000002,1.214016,6.210441
73.280000,5976.649154,93.699695,80.883112,-8.870158,-3.085281,0.000046,5.784877,1162.745832,187.224375,-0.000002,1.214030,6.210440
73.290000,5977.448309,93.574977,80.882631,-8.870157,-3.085280,0.000046,5.784876,1162.745798,187.224377,-0.000002,1.214045,6.210440
73.300000,5978.247460,93.450260,80.882150,-8.870155,-3.085280,0.000046,5.784876,1162.745765,187.224379,-0.000002,1.214060,6.210440
73.310000,5979.046606,93.325543,80.881670,-8.870154,-3.085279,0.000046,5.784875,1162.745732,187.224381,-0.000002,1.214074,6.210440
73.320000,5979.845747,93.200828,80.881189,-8.870153,-3.085279,0.000046,5.784874,1162.745699,187.224383,-0.000002,1.214089,6.210439
73.330000,5980.644883,93.076113,80.880709,-8.870151,-3.085278,0.000046,5.784873,1162.745666,187.224385,-0.000002,1.214103,6.210439
73.340000,5981.444015,92.951398,80.880228,-8.870150,-3.085278,0.000046,5.784872,1162.745633,187.224387,-0.000002,1.214118,6.210439
73.350000,5982.243142,92.826685,80.879747,-8.870149,-3.085277,0.000046,5.784872,1162.745600,187.224389,-0.000002,1.214132,6.210439
73.360000,5983.042264,92.701972,80.879267,-8.870148,-3.085277,0.000046,5.784871,1162.745567,187.224391,-0.000002,1.214147,6.210439
73.370000,5983.841381,92.577260,80.878786,-8.870146,-3.085276,0.000046,5.784870,1162.745534,187.224392,-0.000002,1.214162,6.210438
73.380000,5984.640494,92.452549,80.878306,-8.870145,-3.085276,0.000046,5.784869,1162.745501,187.224394,-0.000002,1.214176,6.210438
73.390000,5985.439602,92.327839,80.877825,-8.870144,-3.085276,0.000046,5.784868,1162.745468,187.224396,-0.000002,1.214191,6.210438
73.400000,5986.238705,92.203129,80.877344,-8.870142,-3.085275,0.000046,5.784867,1162.745435,187.224398,-0.000002,1.214205,6.210438
73.410000,5987.037804,92.078420,80.876864,-8.870141,-3.085275,0.000045,5.784867,1162.745402,187.224400,-0.000002,1.214220,6.210437
73.420000,5987.836897,91.953712,80.876383,-8.870140,-3.085274,0.000045,5.784866,1162.745369,187.224402,-0.000002,1.214234,6.210437
73.430000,5988.635986,91.829005,80.875902,-8.870139,-3.085274,0.000045,5.784865,1162.745336,187.224404,-0.000002,1.214249,6.210437
73.440000,5989.435070,91.704298,80.875422,-8.870137,-3.085273,0.000045,5.784864,1162.745303,187.224406,-0.000002,1.214264,6.210437
73.450000,5990.234150,91.579593,80.874941,-8.870136,-3.085273,0.000045,5.784863,1162.745270,187.224407,-0.000002,1.214278,6.210436
73.460000,5991.033225,91.454887,80.874461,-8.870135,-3.085272,0.000045,5.784863,1162.745237,187.224409,-0.000002,1.214293,6.210436
73.470000,5991.832295,91.330183,80.873980,-8.870134,-3.085272,0.000045,5.784862,1162.745204,187.224411,-0.000002,1.214307,6.210436
73.480000,5992.631360,91.205480,80.873499,-8.870132,-3.085271,0.000045,5.784861,1162.745171,187.224413,-0.000002,1.214322,6.210436
73.490000,5993.430420,91.080777,80.873019,-8.870131,-3.085271,0.000045,5.784860,1162.745138,187.224415,-0.000002,1.214336,6.210435
73.500000,5994.229476,90.956075,80.872538,-8.870130,-3.085271,0.000045,5.784859,1162.745105,187.224416,-0.000002,1.214351,6.210435
73.510000,5995.028527,90.831373,80.872057,-8.870129,-3.085270,0.000045,5.784859,1162.745072,187.224418,-0.000002,1.214366,6.210435
73.520000,5995.827573,90.706673,80.871577,-8.870127,-3.085270,0.000045,5.784858,1162.745040,187.224420,-0.000002,1.214380,6.210435
73.530000,5996.626615,90.581973,80.871096,-8.870126,-3.085269,0.000045,5.784857,1162.745007,187.224422,-0.000002,1.214395,6.210434
73.540000,5997.425651,90.457274,80.870615,-8.870125,-3.085269,0.000044,5.784856,1162.744974,187.224423,-0.000002,1.214409,6.210434
73.550000,5998.224683,90.332576,80.870135,-8.870124,-3.085268,0.000044,5.784855,1162.744941,187.224425,-0.000002,1.214424,6.210434
73.560000,5999.023710,90.207878,80.869654,-8.870122,-3.085268,0.000044,5.784855,1162.744908,187.224427,-0.000002,1.214438,6.210434
73.570000,5999.822733,90.083182,80.869174,-8.870121,-3.085267,0.000044,5.784854,1162.744875,187.224428,-0.000002,1.214453,6.210434
73.580000,6000.621751,89.958486,80.868693,-8.870120,-3.085267,0.000044,5.784853,1162.744843,187.224430,-0.000002,1.214467,6.210433
73.590000,6001.420764,89.833791,80.868212,-8.870119,-3.085267,0.000044,5.784852,1162.744810,187.224432,-0.000002,1.214482,6.210433
73.600000,6002.219772,89.709096,80.867732,-8.870118,-3.085266,0.000044,5.784851,1162.744777,187.224434,-0.000002,1.214497,6.210433
